id,type,name__nl,name__en,name__ga,name__zh,start_date,name__pl,name__fr,name__ja,name__de,name__en_ca,name__en_gb,name__gv,name__ru,name__zh_hant,end_date,name__zh_cn,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__ca,name__co,name__cs,name__cy,name__da,name__de_at,name__de_ch,name__eo,name__es,name__et,name__eu,name__fi,name__frc,name__frp,name__fur,name__gd,name__gl,name__gsw,name__hr,name__hu,name__ia,name__id,name__ie,name__io,name__it,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nb,name__nds,name__nds_nl,name__nn,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__pt,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sv,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,flag,coat_of_arms,identifier__freebase,identifier__gnd,name__ko,name__he,name__sr_ec,name__sr,iso_code,website,identifier__dmoz,identifier__fips,identifier__geonames,replaces,name__ar,name__be,name__bg,name__bpy,name__el,name__fa,name__gn,name__hi,name__is,name__ka,name__kw,name__la,name__mk,name__mr,name__os,name__pnb,name__qu,name__sh,name__tet,name__tg,name__th,name__uk,name__war,name__yi,name__yo,name__eml,name__be_tarask,name__uz,name__nan,name__ta,name__ur,name__hy,name__ceb,name__cbk_zam,name__az,name__ay,identifier__bnf,name__ang,name__mwl,name__so,name__sq,name__zh_hans,name__yue,name__mn,name__ku,name__nah,name__vep,name__ne,name__kk,identifier__tgn,name__dz,name__bs,name__sm,name__arz,name__pa,name__lmo,name__tl,name__ml,name__bn,name__na,name__sl,name__za,name__lad,name__xmf,name__zh_hk,name__zh_sg,name__zh_tw
Q40942,"state of Brazil",Pernambuco,Pernambuco,Pernambuco,"伯南布哥",1889,Pernambuco,Pernambouc,"ペルナンブーコ州",Pernambuco,,,,"Пернамбуку",,,,Pernambuco,Pernambuco,Pernambuco,,,Pernambuco,Pernambuco,,Pernambuco,Pernambuco,Pernambuco,,,Pernambuko,Pernambuco,"Pernambuco osariik",Pernambuco,Pernambuco,,,,,Pernambuco,,Pernambuco,Pernambuco,Pernambuco,Pernambuco,,Pernambuco,Pernambuco,,,,Pernambuco,,,Pernambukas,Pernambuku,Pernambuco,,Pernambuco,,Pernambuco,,,Pernambuco,,Pernambuco,,,Pernamboch,,Pernambuco,Pernambuco,,,Pernambuco,,,Pernambuco,Pernambuco,,Pernambuco,Pernambuco,Pernambuco,Pernambuco,Pernambuco,,,Pernambuco,,,,https://upload.wikimedia.org/wikipedia/commons/5/59/Bandeira_de_Pernambuco.svg,"https://upload.wikimedia.org/wikipedia/commons/0/04/Brasão_do_estado_de_Pernambuco.svg",/m/01hdpp,4045212-8,"페르남부쿠 주","פרנמבוקו",,"Пернамбуко",BR-PE,http://www.pe.gov.br/,Regional/South_America/Brazil/States/Pernambuco/,BR30,3392268,"Pernambuco Province","بيرنامبوكو","Штат Пернамбуку","Пернамбуко","পেরনামবুকো","Περναμπούκο","پرنامبوکو",Pernambuco,"पेरनाम्बुको",Pernambuco,"პერნამბუკუ",Pernambuco,"Pernambuci praefectura","Пернамбуко","पर्नांबुको",,"پرنامبوکو","Pernambuco suyu",Pernambuco,Pernambuco,"Пернамбуку","รัฐเปร์นัมบูกู","Пернамбуку",Pernambuco,,Pernambuco,Pernambuco,"Пэрнамбуку",Pernambuku,Pernambuco,"பெர்னம்புகோ","پرنامبوکو",,"Pernambuco (estado sa Brasil)",,Pernambuku,"Pernambuco Istadu‎",119981060,,,,Pernambuco,,,,,,,,"Пернамбуку",,,Pernambuco,,,,,,,"পেরনাবুকু",Pernambuco,"Pernambuco, Brazilija",,,,,,
Q41115,"state of Brazil","Santa Catarina","Santa Catarina","Santa Catarina","圣卡塔琳娜州",1889,"Santa Catarina","Santa Catarina","サンタカタリーナ州","Santa Catarina","Santa Catarina","Santa Catarina",,"Санта-Катарина",,,,"Santa Catarina",,"Santa Catarina",,,"Santa Catarina","Estat de Santa Catarina",,"Santa Catarina","Santa Catarina","Santa Catarina",,,"Sankta Katarino","Santa Catarina","Santa Catarina osariik","Santa Catarina","Santa Catarina",,,,,"Santa Catarina",,"Santa Catarina","Santa Catarina","Santa Catarina","Santa Catarina",,"Santa Catarina","Santa Catarina",,,,,,,"Santa Katarina",Santakatarina,"Santa Catarina",,"Santa Catarina",,"Santa Catarina",,,"Santa Catarina",,"Santa Catarina",,,"Santa Catarina",,"Santa Catarina","Santa Catarina",,,"Santa Catarina",,,"Santa Catarina","Santa Catarina",,"Santa Catarina","Santa Catarina","Santa Catarina","Santa Catarina","Santa Catarina",,,"Santa Catarina",,,,https://upload.wikimedia.org/wikipedia/commons/1/1a/Bandeira_de_Santa_Catarina.svg,"https://upload.wikimedia.org/wikipedia/commons/6/65/Brasão_de_Santa_Catarina.svg",/m/01l_jz,,"산타카타리나 주","סנטה קטרינה",,"Санта Катарина",BR-SC,http://www.sc.gov.br/,Regional/South_America/Brazil/States/Santa_Catarina/,BR26,3450387,"Santa Catarina Province","سانتا كاتارينا","Штат Санта-Катарына","Санта Катарина","সান্টা কাটারিনা","Σάντα Καταρίνα","سانتا کاتارینا","Santa Catarina","सांता कातारीना","Santa Catarina","სანტა-კატარინა","Santa Catarina","Sancta Catharina","Санта Катарина","सांता कातारिना","Сантæ-Катаринæ","سانتا کتارینا","Santa Catarina suyu","Santa Catarina","Santa Catarina","Санта Катарина","รัฐซานตากาตารีนา","Санта-Катаріна","Santa Catarina",,"Santa Catarina","Santa Catarina","Санта-Катарына",Santa-Katarina,"Santa Catarina",,"سانتا کاتارینا","Սանտա Կատարինա","Santa Catarina (estado)","Santa Catarina",Santa-Katarina,"Santa Catarina Istadu",,,,,,,,,,,,,"Санта Катарина",,,"Santa Catarina",,,,,,,,,,,,,,,
Q41428,"state of Brazil","Rio de Janeiro","Rio de Janeiro","Rio de Janeiro","里約熱內盧州",1889,"Rio de Janeiro","État de Rio de Janeiro","リオデジャネイロ州","Rio de Janeiro",,,,"Рио-де-Жанейро","里約熱內盧州",,,"Rio de Janeiro","Estato de Rio de Janeiro","Río de Janeiro","Rio de Janeiro",,"Rio de Janeiro","Estat de Rio de Janeiro",,"Rio de Janeiro","Rio de Janeiro","Rio de Janeiro",,,"Rio-de-Ĵanejrio","Estado de Río de Janeiro","Rio de Janeiro osariik","Rio de Janeiroko estatua","Rio de Janeiro",,,,,"Estado de Río de Xaneiro",,"Rio de Janeiro","Rio de Janeiro","Rio de Janeiro","Rio de Janeiro",,"Rio de Janeiro","Rio de Janeiro",,,,,,,"Rio de Žaneiras","Riodežaneiro","Rio de Janeiro",,"Rio de Janeiro",,"Rio de Janeiro",,,"Delstaten Rio de Janeiro",,"Rio de Janeiro",,,"Rio de Janeiro",,"Rio de Janeiro","Rio de Janeiro",,,"Rio de Janeiro",,,"Rio de Janeiro","Rio de Janeiro",,"Rio de Janeiro","Rio de Janeiro","Rio de Janeiro","Rio de Janeiro","Rio de Janeiro",,,"Rio de Janeiro",,,,https://upload.wikimedia.org/wikipedia/commons/7/73/Bandeira_do_estado_do_Rio_de_Janeiro.svg,"https://upload.wikimedia.org/wikipedia/commons/5/5b/Brasão_do_estado_do_Rio_de_Janeiro.svg",/m/01hd4s,4117025-8,"리우데자네이루 주","ריו דה ז'ניירו",,"Рио де Жанеиро",BR-RJ,http://www.rj.gov.br/,Regional/South_America/Brazil/States/Rio_de_Janeiro/,BR21,3451189,"Rio de Janeiro Province","ريو دي جانيرو","Штат Рыа-дэ-Жанэйра","Рио де Жанейро",,"Ρίο ντε Τζανέιρο","ایالت ریو د ژانیرو","Rio de Janeiro",,,"რიო-დე-ჟანეიროს შტატი","Rio de Janeiro","Flumen Ianuarii","Рио де Жанеиро","रियो दि जानेरो","Рио-де-Жанейро","ریو دی جنیرو","Rio de Janeiro suyu","Rio de Janeiro","Riu de Janeiru","Рио де Жанейро","รัฐรีโอเดจาเนโร","Ріо-де-Жанейро","Rio de Janeiro",,"Ìpínlẹ̀ Rio de Janeiro","Rio de Janeiro",,Rio-de-Janeyro,"Rio de Janeiro","இரியோ டி செனீரோ","ریو دے جینیرو","Ռիո դե Ժանեյրո","Rio de Janeiro (estado)","Río de Janeiro",Rio-de-Janeyro,"Rio de Janeiro Istadu",11941123v,,,,,"里约热内卢州","里約熱內盧州",,"Rio de Janeiro",,,,,,,,,,,,,,,,,"Rio de Janeiro",,,,,
Q41587,"state of Brazil","Goiás","Goiás","Goiás","戈亚斯",1889,"Goiás","Goiás","ゴイアス州","Goiás","Goiás","Goiás",,"Гояс",,,,"Goiás","Goiás","Goiás",,,"Goiás","Estat de Goiás","Goiás","Goiás","Goiás","Goiás",,"Goiás",Gojaso,"Estado de Goiás","Goiási osariik","Goiás","Goiás",,,,,"Goiás",,"Goiás","Goiás","Goiás","Goiás",,"Goiás","Goiás",,,,,,,Gojasas,Gojasa,"Goiás",,"Goiás",,"Goiás",,,,,"Goiás",,,"Goiàs",,"Goiás","Goiás",,,"Goiás",,,"Goiás","Goiás",,"Goiás","Goiás","Goiás",,"Goiás",,,"Goiás",,,,"https://upload.wikimedia.org/wikipedia/commons/0/0e/Bandeira_de_Goiás.svg","https://upload.wikimedia.org/wikipedia/commons/b/bf/Brasão_de_Goiás.svg",/m/012yz_,,"고이아스 주","גויאס",,"Гојас",BR-GO,http://www.goias.gov.br/,Regional/South_America/Brazil/States/Goias/,BR29,3462372,"Goiás Province","غوياس","Штат Гаяс","Гояс","গোয়াস","Γκοϊάς","گوییاس","Goiás","गोइयास",,"გოიასი","Goiás",Goyas,"Гојаш","गोयाएस",,"گویاس","Goiás suyu","Goiás","Goiás","Гояс","รัฐโกยาส","Гояс","Goiás",,"Goiás","Goiás","Гаяс",Goyas,"Goiás",,"گوئیاس","Գոյաս","Goiás (estado)",,Qoyas,"Goias Istadu",11960194j,,,,,,,,,,,,,,"གོ་ཡཟི་",,,,,,,,,,,,,,,,
Q42362,"state of Brazil","Maranhão","Maranhão","Maranhão","马拉尼昂州",1889,"Maranhão","Maranhão","マラニョン州","Maranhão","Maranhão","Maranhão",,"Мараньян",,,,"Maranhão",,"Maranhão",,,"Maranhão","Estat de Maranhão",,"Maranhão","Maranhão","Maranhão",,,Maranjo,"Maranhão","Maranhão osariik","Maranhão","Maranhão",,,,,"Marañón - Maranhão",,"Maranhão","Maranhão","Maranhão","Maranhão",,"Maranhão","Maranhão",,,,,,,Maranjanas,"Maraņauna","Maranhão",,"Maranhão",,"Maranhão",,,"Maranhão",,"Maranhão",,,"Maranhão",,"Maranhão","Maranhão",,,"Maranhão",,,"Maranhão","Maranhão",,"Maranhão","Maranhão","Maranhão",Maranhao,"Maranhão",,,"Maranhão",,,,"https://upload.wikimedia.org/wikipedia/commons/4/45/Bandeira_do_Maranhão.svg","https://upload.wikimedia.org/wikipedia/commons/a/ab/Brasão_do_Maranhão.svg",/m/01hd3y,,"마라냥 주","מרניאו",,"Марањао",BR-MA,http://www.ma.gov.br/,"Regional/South_America/Brazil/States/Maranhão/",BR13,3395443,"Maranhão Province","مارانهاو","Штат Мараньян","Мараняо","মারানহো","Μαρανιάο","مارانیائو","Maranhão","मरान्हाओ",,"მარანიანი","Maranhão",Maragnanum,"Марањао","मरान्याव",,"مارانہاؤ","Maranhão suyu","Maranhão","Maranhão","Маранян","รัฐมารันเยา","Мараньян","Maranhão",,"Maranhão","Maranhão","Мараньнян",Maranyan,"Maranhão","மாரஞ்ஞோ","مارانہاؤ","Մարանհան","Maranhão (estado)",,Maranyan,"Maranhão Istadu",,,,,,,,,,,,,"Мараньян",,,"Maranhão",,,,,,,,,,,,,,,
Q42508,"state of Brazil",Roraima,Roraima,Roraima,"羅賴馬州",1988-10-05,Roraima,Roraima,"ロライマ州",Roraima,Roraima,Roraima,,"Рорайма",,,,Roraima,,Roraima,,,Roraima,Roraima,,Roraima,Roraima,Roraima,,,Rorajmo,Roraima,"Roraima osariik",Roraima,Roraima,,,,,Roraima,,Roraima,Roraima,Roraima,Roraima,,Roraima,Roraima,,,,,,,Roraima,Roraima,Roraima,,Roraima,,Roraima,,,Roraima,,Roraima,,,Roraima,,Roraima,Roraima,,,Roraima,,,Roraima,Roraima,,Roraima,Roraima,Roraima,,Roraima,,,Roraima,,,,https://upload.wikimedia.org/wikipedia/commons/9/98/Bandeira_de_Roraima.svg,"https://upload.wikimedia.org/wikipedia/commons/e/ed/Brasão_de_Roraima.svg",/m/01tq_j,,"호라이마 주","רוריימה",,"Рораима",BR-RR,http://www.portal.rr.gov.br/,Regional/South_America/Brazil/States/Roraima/,BR25,3662560,"Roraima Territory","رورايما","Штат Рарайма","Рорайма","রোরাইমা","Ροράιμα","رورایما",Roraima,"रोरैमा",Roraima,"რორაიმა",Roraima,Roraima,"Рораима","रोराईमा",,"رورائیما","Roraima suyu",Roraima,Roraima,"Рорайма","รัฐโรไรมา","Рорайма",Roraima,,Roraima,Roraima,,Rorayma,Roraima,,"رورائیما",,"Roraima (estado sa Brasil)",,Rorayma,"Roraima Istadu",11942530g,,,,,,,,,,,,,,,Roraima,,,,,,,,,,,,,,,
Q42722,"state of Brazil","Piauí","Piauí","Piauí","皮奧伊州",1889,"Piauí","Piauí","ピアウイ州","Piauí",,,,"Пиауи",,,,"Piauí",,"Piauí",,,"Piauí","Piauí",,"Piauí","Piauí","Piauí",,,"Piaŭio","Piauí","Piauí osariik","Piauí","Piauí",,,,,"Piauí",,"Piauí","Piauí","Piauí","Piauí",,"Piauí","Piauí",,,,,,,Piaujis,Pjaui,"Piauí",,"Piauí",,"Piauí",,,"Piauí",,"Piauí",,,"Piauì",,"Piauí","Piauí",,,"Piauí",,,"Piauí","Piauí",,"Piauí","Piauí","Piauí",,"Piauí",,,"Piauí",,,,"https://upload.wikimedia.org/wikipedia/commons/3/33/Bandeira_do_Piauí.svg",https://upload.wikimedia.org/wikipedia/commons/d/d6/Brasaopi.gif,/m/01hdqj,,"피아우이 주","פיאאוי",,"Пјауи",BR-PI,http://www.piaui.pi.gov.br/,Regional/South_America/Brazil/States/Piaui/,BR20,3392213,"Piauí Province","بياوي","Штат Піауі","Пиауи","পিয়াউই",,"پیاوی",Piaui,"पियाउई","Piauí","პიაუი","Piauí",Piauhy,"Пјауи","पिआवी",,"پیاوئی","Piauí suyu","Piauí","Piauí","Пиауи","รัฐปีเอาอี","Піауї","Piauí",,"Piauí","Piauí","Піяўі",Piaui,"Piauí",,"پیاوی","Պիաուի","Piauí",,Piaui,"Piauí Istadu",11951530f,,,,,,,,,"Piauí",,,"Пиауи",,,,,,,,,,,,,,,,,,
Q42824,"state of Brazil","Mato Grosso","Mato Grosso","Mato Grosso","马托格罗索州",1889,"Mato Grosso","Mato Grosso","マットグロッソ州","Mato Grosso",,,,"Мату-Гросу",,,,"Mato Grosso",,"Mato Grosso",,,"Mato Grosso","Mato Grosso",,"Mato Grosso","Mato Grosso","Mato Grosso",,,Mato-Groso,"Mato Grosso","Mato Grosso osariik","Mato Grosso","Mato Grosso",,,,,"Mato Groso - Mato Grosso",,"Mato Grosso","Mato Grosso","Mato Grosso","Mato Grosso",,"Mato Grosso","Mato Grosso",,,,,,,"Mato Grosas",Matugrosu,"Mato Grosso",,"Mato Grosso",,"Mato Grosso",,,"Mato Grosso",,"Mato Grosso",,,"Mato Gròss",,"Mato Grosso","Mato Grosso",,,"Mato Grosso",,,"Mato Grosso","Mato Grosso",,"Mato Grosso","Mato Grosso","Mato Grosso","Mato Grosso","Mato Grosso",,,"Mato Grosso",,,,https://upload.wikimedia.org/wikipedia/commons/0/0b/Bandeira_de_Mato_Grosso.svg,"https://upload.wikimedia.org/wikipedia/commons/0/04/Brasão_de_Mato_Grosso.png",/m/01hdly,,"마투그로수 주","מאטו גרוסו",,"Мато Гросо",BR-MT,http://www.mt.gov.br/,Regional/South_America/Brazil/States/Mato_Grosso/,BR14,3457419,"Mato Grosso Province","ماتو غروسو","Штат Мату-Гросу","Мато Гросо","মাটো গ্রসো","Μάτου Γκρόσου","ماتو گروسو","Mato Grosso","मातो ग्रोसो",,"მატუ-გროსუ","Mato Grosso","Silva Crassa","Мато Грошо","मातो ग्रोसो",,"ماتو گروسو","Mato Grosso suyu","Mato Grosso","Mato Grosso","Мату Гросу","รัฐมาตูโกรสซู","Мату-Гросу","Mato Grosso",,"Mato Grosso","Mato Grosso","Мату-Гросу",Matu-Grosu,"Mato Grosso","மடோ குரோசோ","ماتو گروسو","Մատու Գրոսու","Mato Grosso (estado)",,Matu-Qrosu,"Mato Grosso Istadu",,,,,,,,,,,,,"Мату-Гроссу",,,"Mato Grosso",,,,,,,,,,,,,,,
Q43233,"state of Brazil","Espírito Santo","Espírito Santo","Espírito Santo","圣埃斯皮里图州",1889,"Espírito Santo","Espírito Santo","エスピリトサント州","Espírito Santo",,,,"Эспириту-Санту","聖埃斯皮里圖州",,,"Espírito Santo",,"Espírito Santo",,,"Espírito Santo","Estat d'Espírito Santo",,"Espírito Santo","Espírito Santo","Espírito Santo",,,Espirito-Santo,"Estado de Espírito Santo","Espírito Santo osariik","Espírito Santo","Espírito Santo",,,,,"Espírito Santo",,"Espírito Santo","Espírito Santo","Espírito Santo","Espírito Santo",,"Espírito Santo","Espírito Santo",,,,,,,"Espirito Santas","Espiritu Santu",,,"Espírito Santo",,"Espírito Santo",,,"Espírito Santo",,"Espírito Santo",,,"Espìrito Santo",,"Espírito Santo","Espírito Santo",,,"Espírito Santo",,,"Espírito Santo","Espírito Santo",,"Espírito Santo","Espírito Santo","Espírito Santo",,"Espírito Santo",,,"Espírito Santo",,,,"https://upload.wikimedia.org/wikipedia/commons/4/43/Bandeira_do_Espírito_Santo.svg","https://upload.wikimedia.org/wikipedia/commons/a/a0/Brasão_do_Espírito_Santo.svg",/m/021tyb,,"이스피리투산투 주","אספיריטו סאנטו",,"Еспирито Санто",BR-ES,http://www.es.gov.br,Regional/South_America/Brazil/States/Espirito_Santo/,BR08,3463930,"Espírito Santo Province","إسبيريتو سانتو","Штат Эспірыту-Санту","Еспирито Санто","কাপিক্সাবা",,"اسپیریتو سانتو","Espírito Santo","एस्पिरितो सान्तो",,"ესპირიტუ-სანტუ","Espírito Santo","Civitas Spiritus Sancti","Еспирито Санто","एस्पिरितो सांतो","Эспириту-Санту","اسپریتو سانتو","Ch'uya Ispiritu suyu","Espírito Santo","Espírito Santo","Эспириту Санту","รัฐเอสปีรีตูซานตู","Еспіріту-Санту","Espírito Santo",,"Espírito Santo","Espírito Santo",,Espiritu-Santu,"Espírito Santo",,"اسپیریتو سانتو",,"Espírito Santo (estado)",,Espiritu-Santu,"Espírito Santo Istadu",,,,,,,,,,,,,,,,"Espírito Santo",,,,,,,,,,,,,,,
Q43235,"state of Brazil","Rondônia","Rondônia","Rondônia","朗多尼亚州",1982-01-04,"Rondônia","Rondônia","ロンドニア州","Rondônia",,,,"Рондония",,,,"Rondônia",,"Rondônia",,,"Rondônia","Rondônia",,"Rondônia","Rondônia","Rondônia",,,Rondonio,Rondonia,"Rondônia osariik","Rondônia","Rondônia",,,,,"Rondonia - Rondônia",,"Rondônia","Rondônia","Rondônia","Rondônia",,Rondonia,"Rondônia",,,,,,,Rondonija,Rondonija,"Rondônia",,"Rondônia",,"Rondônia",,,"Rondônia",,"Rondônia",,,"Rondònia",,"Rondônia","Rondônia",,,"Rondônia",,,"Rondônia","Rondônia",,"Rondônia","Rondônia","Rondônia",,"Rondônia",,,"Rondônia",,,,"https://upload.wikimedia.org/wikipedia/commons/f/fa/Bandeira_de_Rondônia.svg","https://upload.wikimedia.org/wikipedia/commons/f/f1/Brasão_de_Rondônia.svg",/m/01hds7,,"혼도니아 주","רונדוניה",,"Рондонија",BR-RO,http://www.rondonia.ro.gov.br/,Regional/South_America/Brazil/States/Rondonia/,BR24,3924825,"Rondônia Territory","روندونيا","Штат Рандонія","Рондония","রনডনিয়া",,"روندونیا","Rondônia","रोन्डोनिया",,"რონდონია","Rondônia",Rondonia,"Рондонија","रोन्द्योनिया",,"روندونیا","Rondônia suyu","Rondônia","Rondônia","Рондония","รัฐรอนโดเนีย","Рондонія","Rondônia",,"Rondônia","Rondônia","Рандонія",Rondoniya,"Rondônia",,"روندونیا",,"Rondônia",,Rondoniya,"Rondonia Istadu",11978560g,,,,,,,,,,,,,1001944,"རོན་དོ་ནིཡ་",,,,,,,,,,,,,,,,
Q43255,"state of Brazil","Rio Grande do Norte","Rio Grande do Norte","Rio Grande do Norte","北里约格朗德",1891,"Rio Grande do Norte","Rio Grande do Norte","リオグランデ・ド・ノルテ州","Rio Grande do Norte","Rio Grande do Norte","Rio Grande do Norte",,"Риу-Гранди-ду-Норти",,,,"Rio Grande do Norte",,"Rio Grande do Norte",,,"Rio Grande do Norte","Rio Grande do Norte",,"Rio Grande do Norte","Rio Grande do Norte","Rio Grande do Norte",,"Rio Grande do Norte","Norda Rio-Grando","Río Grande del Norte","Rio Grande do Norte osariik","Rio Grande do Norte","Rio Grande do Norte",,,,,"Río Grande do Norte - Rio Grande do Norte",,"Rio Grande do Norte","Rio Grande do Norte","Rio Grande do Norte","Rio Grande do Norte",,"Rio Grande do Norte","Rio Grande do Norte",,,,,,,"Šiaurės Rio Grandė","Riugrandi du Norti",,,"Rio Grande do Norte",,"Rio Grande do Norte",,,"Rio Grande do Norte",,"Rio Grande do Norte",,,"Rio Grande dël Nòrd",,"Rio Grande do Norte","Rio Grande do Norte",,,"Rio Grande do Norte",,,"Rio Grande do Norte","Rio Grande do Norte",,"Rio Grande do Norte","Rio Grande do Norte","Rio Grande do Norte",,"Rio Grande do Norte",,,"Rio Grande do Norte",,,,https://upload.wikimedia.org/wikipedia/commons/3/30/Bandeira_do_Rio_Grande_do_Norte.svg,"https://upload.wikimedia.org/wikipedia/commons/2/26/Brasão_do_Rio_Grande_do_Norte.svg",/m/01hdrc,,"히우그란지두노르치 주","ריו גראנדה דו נורטה",,"Рио Гранде до Норте",BR-RN,http://www.rn.gov.br/,Regional/South_America/Brazil/States/Rio_Grande_do_Norte/,BR22,3390290,,"ريو غراندي دو نورتي","Штат Рыу-Гранды-ду-Норты","Рио Гранди до Норти","রিও গ্রান্ডে ডো নর্টে","Ρίο Γκράντε ντο Νόρτε","ریوگرانده دو نورتی","Rio Grande do Norte","रियो ग्रांडे दो नोर्टे","Rio Grande do Norte","რიუ-გრანდი-დუ-ნორტი","Rio Grande do Norte","Flumen Magnum Septentrionale","Северно Рио Гранде","रियो ग्रांदे दो नॉर्ते",,"ریو گراند دو نورتے","Chinchay Hatunmayu suyu","Rio Grande do Norte","Riu Grande do Norte","Риу Гранди ду Норти","รัฐรีอูกรันดีดูนอร์ตี","Ріу-Гранді-ду-Норті","Rio Grande do Norte",,"Rio Grande do Norte","Rio Grande do Norte",,"Riu Grandi du Norti","Rio Grande do Norte","இரியோ கிராண்டு டோ நார்த்","شمالی ریو گرانڈی","Ռիու Գրանդի դու Նորտի","Rio Grande do Norte (estado sa Brasil)",,Riu-Qrandi-du-Norti,"Rio Grande do Norte Istadu",12182044c,,,,"Rio Grande do Norte",,,,,,,,,,,"Rio Grande do Norte",,,,,,,,,,,,,,,
Q43319,"state of Brazil","Mato Grosso do Sul","Mato Grosso do Sul","Mato Grosso do Sul","南马托格罗索州",1979,"Mato Grosso do Sul","Mato Grosso do Sul","マットグロッソ・ド・スル州","Mato Grosso do Sul",,,,"Мату-Гросу-ду-Сул",,,,"Mato Grosso do Sul",,"Mato Grosso do Sul",,,"Mato Grosso do Sul","Mato Grosso do Sul",,"Mato Grosso do Sul","Mato Grosso do Sul","Mato Grosso do Sul",,,"Suda Mato-Groso","Mato Grosso del Sur","Mato Grosso do Suli osariik","Mato Grosso do Sul","Mato Grosso do Sul",,,,,"Mato Groso do Sur - Mato Grosso do Sul",,"Mato Grosso do Sul","Mato Grosso do Sul","Mato Grosso do Sul","Mato Grosso do Sul",,"Mato Grosso do Sul","Mato Grosso do Sul",,,,,,,"Pietų Mato Grosas","Matugrosu du Sula",,,"Mato Grosso do Sul",,"Mato Grosso do Sul",,,"Mato Grosso do Sul",,"Mato Grosso do Sul",,,"Mato Gross dël Sud",,"Mato Grosso do Sul","Mato Grosso do Sul",,,"Mato Grosso do Sul",,,"Mato Grosso do Sul","Mato Grosso do Sul",,"Mato Grosso do Sul","Mato Grosso do Sul","Mato Grosso do Sul",,"Mato Grosso do Sul",,,"Mato Grosso do Sul",,,,https://upload.wikimedia.org/wikipedia/commons/6/64/Bandeira_de_Mato_Grosso_do_Sul.svg,"https://upload.wikimedia.org/wikipedia/commons/f/fa/Brasão_de_Mato_Grosso_do_Sul.svg",/m/01hdn5,,"마투그로수두술 주","מאטו גרוסו דו סול",,"Мато Гросо до Сул",BR-MS,http://www.ms.gov.br/,Regional/South_America/Brazil/States/Mato_Grosso_do_Sul/,BR11,3457415,,"ماتو غروسو دو سول","Штат Мату-Гросу-ду-Сул","Мато Гросо до Сул","মাটো গ্রসো ডো সুল",,"ماتوگروسو جنوبی","Mato Grosso do Sul","मातो ग्रोसो दो सुल",,"მატუ-გროსუ-დუ-სული","Mato Grosso do Sul","Silva Crassa Meridionalis","Јужно Мато Грошо","मातो ग्रोसो दो सुल",,"ماتو گروسو دو سول","Urin Mato Grosso suyu","Mato Grosso do Sul","Mato Grosso do Sul","Мату Гросу ду Сул","รัฐมาตูโกรสซูดูซูล","Мату-Гросу-ду-Сул","Mato Grosso do Sul",,"Mato Grosso do Sul","Mato Grosso do Sul","Мату-Гросу-ду-Сул",Matu-Grosu-du-Sul,"Mato Grosso do Sul",,"جنوبی ماتو گروسو","Մատու Գրոսու դու Սուլ","Mato Grosso do Sul",,Matu-Qrosu-du-Sul,"Mato Grosso do Sul Istadu",12089491h,,,,"Mato Grosso do Sul",,,,,,,,,1001898,,"Mato Grosso do Sul",,,,,,,,,,,"Mato Grosso do Sul",,,,
Q43695,"state of Brazil",Tocantins,Tocantins,Tocantins,"托坎廷斯",1988,Tocantins,Tocantins,"トカンティンス州",Tocantins,,,,"Токантинс",,,,Tocantins,,Tocantins,,,Tocantins,"Estat de Tocantins",,Tocantins,Tocantins,Tocantins,,,Tokantinso,Tocantins,"Tocantinsi osariik",Tocantins,Tocantins,,,,,Tocantins,,Tocantins,Tocatins,Tocantins,Tocantins,,Tocantins,Tocantins,,,,,,,Tokantinsas,Tokantinsa,Tocantins,,Tocantins,,Tocantins,,,,,Tocantins,,,Tocantins,,Tocantins,Tocantins,,,Tocantins,,,Tocantins,Tocantins,,Tocantins,Tocantins,Tocantins,,Tocantins,,,Tocantins,,,,https://upload.wikimedia.org/wikipedia/commons/f/ff/Bandeira_do_Tocantins.svg,"https://upload.wikimedia.org/wikipedia/commons/c/cc/Brasão_do_Tocantins.svg",/m/0d0k4,,"토칸칭스 주","טוקנטינס",,"Токантинс",BR-TO,http://portal.to.gov.br/,Regional/South_America/Brazil/States/Tocantins/,BR31,3474575,"Goiás","توكانتينس","Штат Такантынс","Токантинс","টোকানটিনস",,"توکانتینس","Tukãtĩ","टोकाचिस",,"ტოკანტინსი",Tocantins,Tocantins,"Токантинс","तोकांतिन्स",,"توکانتیس","Tocantins suyu",Tocantins,Tocantins,"Токантинс","รัฐโตกันชีนส์","Токантінс",Tocantins,,Tocantins,Tocantins,,Tokantins,Tocantins,,"توکانتینس",,"Tocantins (estado)",,Tokantins,"Tocantins Istadu",,,,,,,,,,,,,"Токантинс",,"ཏོ་ཀན་ཏིནསི་",,,,,,,,,,,,,"ტოკანტინსი",,,
Q43783,"state of Brazil",Sergipe,Sergipe,Sergipe,"塞尔希培州",1889,Sergipe,Sergipe,"セルジッペ州",Sergipe,,,,"Сержипи",,,,Sergipe,,Sergipe,,,Sergipe,Sergipe,,Sergipe,Sergipe,Sergipe,,,"Serĝipo",Sergipe,"Sergipe osariik",Sergipe,Sergipe,,,,,Sergipe,,Sergipe,Sergipe,Sergipe,Sergipe,,Sergipe,Sergipe,,,,,,,"Seržipė","Seržipi",Sergipe,,Sergipe,,Sergipe,,,Sergipe,,Sergipe,,,Sergipe,,Sergipe,Sergipe,,,Sergipe,,,Sergipe,Sergipe,,Sergipe,Sergipe,Sergipe,,Sergipe,,,Sergipe,,,,https://upload.wikimedia.org/wikipedia/commons/b/be/Bandeira_de_Sergipe.svg,"https://upload.wikimedia.org/wikipedia/commons/5/52/Brasão_de_Sergipe.svg",/m/01hdt7,,"세르지피 주","סרז'יפה",,"Сержипе",BR-SE,http://www.se.gov.br/,Regional/South_America/Brazil/States/Sergipe/,BR28,3447799,"Sergipe Province","سيرجيبي","Штат Сержыпі","Сержипи","সের্গিপে","Σερζίπε","سرژیپه",Sergipe,"सर्जिपे",Sergipe,"სერჟიპი",Sergipe,Sergipensis,,"सर्जिपे",,"سرگیپے","Sergipe suyu",Sergipe,Sergipe,"Сержипи","รัฐเซร์ชีปี","Сержипі",Sergipe,,Sergipe,Sergipe,,Serjipi,Sergipe,,"سرژیپی","Սերժիպի",Sergipe,,Serjipi,"Sergipe Istadu",11938655b,,,,,,,,,,,,"Сержипи",,,,,,,,,,,,,,,,,,
