id,name,sort_name,given_name,family_name,name__ar,party,party_id,party__ar,constituency,province,start_date,end_date,gender,name__en,term
1,Jaouad Iraki,Iraki Jaouad,Jaouad,Iraki,جواد العراقي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,AL FIDA - MERS SULTAN,AL FIDA - MERS SULTAN,2016-10-07,,,Jaouad Iraki,10
10,Mohamed Yatim,Yatim Mohamed,Mohamed,Yatim,محمد يتيم,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,SIDI BERNOUSSI,SIDI BERNOUSSI,2016-10-07,,,Mohamed Yatim,10
100,Loubna Elkohli,Elkohli Loubna,Loubna,Elkohli,لبنى الكحلي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,,Loubna Elkohli,10
101,Mahmoud Amri,Amri Mahmoud,Mahmoud,Amri,محمود آمري,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,,Mahmoud Amri,10
102,Naoufel Naciri,Naciri Naoufel,Naoufel,Naciri,نوفل الناصري,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,,Naoufel Naciri,10
103,Imane Yaacoubi,Yaacoubi Imane,Imane,Yaacoubi,إيمان اليعقوبي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,,Imane Yaacoubi,10
104,Mohcine Moufdi,Moufdi Mohcine,Mohcine,Moufdi,محسن موفيدي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,,Mohcine Moufdi,10
105,Brahim Chouiykh,Chouiykh Brahim,Brahim,Chouiykh,ابراهيم شويخ,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,,Brahim Chouiykh,10
106,Reda Bougmazi,Bougmazi Reda,Reda,Bougmazi,رضا بوكمازي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,,Reda Bougmazi,10
107,Elhoucine Harich,Harich Elhoucine,Elhoucine,Harich,الحسين حاريش,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,,Elhoucine Harich,10
108,Majda Benarbia,Benarbia Majda,Majda,Benarbia,ماجدة بنعربية,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,female,Majda Benarbia,10
109,Boutaina Karouri,Karouri Boutaina,Boutaina,Karouri,بثينة القروري,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,female,Boutaina Karouri,10
11,Abdelmjid Ait Laadila,Ait Laadila Abdelmjid,Abdelmjid,Ait Laadila,عبد المجيد أيت عديلة,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,SIDI BERNOUSSI,SIDI BERNOUSSI,2016-10-07,,,Abdelmjid Ait Laadila,10
110,Mimouna Aftati,Aftati Mimouna,Mimouna,Aftati,ميمونة أفتاتي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,female,Mimouna Aftati,10
111,Souad Lomari,Lomari Souad,Souad,Lomari,سعاد لعماري,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,female,Souad Lomari,10
112,Souad Zakhnini,Zakhnini Souad,Souad,Zakhnini,سعاد زخنيني,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,female,Souad Zakhnini,10
113,Ichrak El Bouyesfi,El Bouyesfi Ichrak,Ichrak,El Bouyesfi,إشراق البويسفي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,female,Ichrak El Bouyesfi,10
114,Najia Lotfi,Lotfi Najia,Najia,Lotfi,نجية لطفي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,female,Najia Lotfi,10
115,Khadija Chami,Chami Khadija,Khadija,Chami,خديجة شامي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,female,Khadija Chami,10
116,Meriama Boujemaa,Boujemaa Meriama,Meriama,Boujemaa,مريمة بوجمعة,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,female,Meriama Boujemaa,10
117,Asmaa Nacifi,Nacifi Asmaa,Asmaa,Nacifi,أسماء الناصيفي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,female,Asmaa Nacifi,10
118,Naima Bahich,Bahich Naima,Naima,Bahich,ناعمة بهيش,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,female,Naima Bahich,10
119,Nezha Elyazidi,Elyazidi Nezha,Nezha,Elyazidi,نزهة اليازيدي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,female,Nezha Elyazidi,10
12,Abdessamad Hayker,Hayker Abdessamad,Abdessamad,Hayker,عبد الصمد حيكر,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,CASABLANCA - ANFA,CASABLANCA - ANFA,2016-10-07,,,Abdessamad Hayker,10
120,Mounayna Moudden,Moudden Mounayna,Mounayna,Moudden,منينة المودن,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,female,Mounayna Moudden,10
121,Hayat Skihil,Skihil Hayat,Hayat,Skihil,حياة سيكيحل,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,female,Hayat Skihil,10
122,Fatima Ahl Takrour,Ahl Takrour Fatima,Fatima,Ahl Takrour,فاطمة أهل لكرور,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,female,Fatima Ahl Takrour,10
123,Amina Faouzi Zizi,Faouzi Zizi Amina,Amina,Faouzi Zizi,أمينة فوزي زيزي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,female,Amina Faouzi Zizi,10
124,Fatiha Choubani,Choubani Fatiha,Fatiha,Choubani,فاتحة شوباني,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,female,Fatiha Choubani,10
125,Aicha Idbouch,Idbouch Aicha,Aicha,Idbouch,عائشة إدبوش,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,female,Aicha Idbouch,10
126,Abdelkrim Chegri,Chegri Abdelkrim,Abdelkrim,Chegri,عبد الكريم شكري,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,NOUACEUR,NOUACEUR,2016-10-07,,,Abdelkrim Chegri,10
127,Nourdine Elbidi,Elbidi Nourdine,Nourdine,Elbidi,نور الدين البيضي,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,BERRECHID,BERRECHID,2016-10-07,,,Nourdine Elbidi,10
128,Hicham Harami,Harami Hicham,Hicham,Harami,هشام هرامي,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,SETTAT,SETTAT,2016-10-07,,,Hicham Harami,10
129,Salaheddine Aboulghali,Aboulghali Salaheddine,Salaheddine,Aboulghali,صلاح الدين أبو الغالي,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,MEDIOUNA,MEDIOUNA,2016-10-07,,,Salaheddine Aboulghali,10
13,Abdelhak Ennajhi,Ennajhi Abdelhak,Abdelhak,Ennajhi,عبد الحق الناجحي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,CASABLANCA - ANFA,CASABLANCA - ANFA,2016-10-07,,,Abdelhak Ennajhi,10
130,Taher Bmzagh,Bmzagh Taher,Taher,Bmzagh,الطاهر بيمزاغ,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,MOHAMMADIA,MOHAMMADIA,2016-10-07,,,Taher Bmzagh,10
131,Bouchaib Ammar,Ammar Bouchaib,Bouchaib,Ammar,بوشعيب عمار,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,SIDI BENNOUR,SIDI BENNOUR,2016-10-07,,,Bouchaib Ammar,10
132,Abdelghni Mekhdad,Mekhdad Abdelghni,Abdelghni,Mekhdad,عبد الغني مخداد,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,SIDI BENNOUR,SIDI BENNOUR,2016-10-07,,,Abdelghni Mekhdad,10
133,Abdelhakim Sajda,Sajda Abdelhakim,Abdelhakim,Sajda,عبد الحكيم سجدة,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,EL JADIDA,EL JADIDA,2016-10-07,,,Abdelhakim Sajda,10
134,Abdelfattah El Aouni,El Aouni Abdelfattah,Abdelfattah,El Aouni,عبد الفتاح العوني,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,RABAT- MOUHET,RABAT,2016-10-07,,,Abdelfattah El Aouni,10
135,Sidi Brahim Joumani,Joumani Sidi Brahim,Sidi Brahim,Joumani,سيدي ابراهيم الجماني,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,RABAT - CHELLAH,RABAT,2016-10-07,,,Sidi Brahim Joumani,10
136,Rachid Abdi,Abdi Rachid,Rachid,Abdi,رشيد العبدي,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,SALE - MEDINA,SALE,2016-10-07,,,Rachid Abdi,10
137,Mohamed Benatiya,Benatiya Mohamed,Mohamed,Benatiya,محمد بنعطية,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,SALE AL JADIDA,SALE,2016-10-07,,,Mohamed Benatiya,10
138,Faouzi Chaabi,Chaabi Faouzi,Faouzi,Chaabi,فوزي الشعبي,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,KENITRA,KENITRA,2016-10-07,,,Faouzi Chaabi,10
139,Mohamed Chrourou,Chrourou Mohamed,Mohamed,Chrourou,محمد شرورو,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,KHEMISSET - OULMES,KHEMISSET,2016-10-07,,,Mohamed Chrourou,10
14,Abdelaziz Elomari,Elomari Abdelaziz,Abdelaziz,Elomari,عبد العزيز عماري,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,AIN SEBAA - HAY MOHAMMADI,AIN SEBAA - HAY MOHAMMADI,2016-10-07,,,Abdelaziz Elomari,10
140,Rahou El Hilaa,El Hilaa Rahou,Rahou,El Hilaa,رحو الهليع,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,TIFELT - ROMMANI,KHEMISSET,2016-10-07,,,Rahou El Hilaa,10
141,Essaad Benzaroual,Benzaroual Essaad,Essaad,Benzaroual,السعد بنزروال,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,SIDI KACEM,SIDI KACEM,2016-10-07,,,Essaad Benzaroual,10
142,Mohamed El Hilali,El Hilali Mohamed,Mohamed,El Hilali,محمد الهلالي,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,SKHIRATE - TEMARA,SKHIRATE - TEMARA,2016-10-07,,,Mohamed El Hilali,10
143,Nourdine Herouchi,Herouchi Nourdine,Nourdine,Herouchi,نور الدين الهروشي,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,TETOUAN,TETOUAN,2016-10-07,,,Nourdine Herouchi,10
144,Mohamed Hemmouti,Hemmouti Mohamed,Mohamed,Hemmouti,محمد الحموتي,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,ALHOUCEIMA,ALHOUCEIMA,2016-10-07,,,Mohamed Hemmouti,10
145,Omar Zerrad,Zerrad Omar,Omar,Zerrad,عمر الزراد,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,ALHOUCEIMA,ALHOUCEIMA,2016-10-07,,,Omar Zerrad,10
146,Fouad El Omari,El Omari Fouad,Fouad,El Omari,فؤاد العماري,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,TANGER-ASSILAH,TANGER-ASSILAH,2016-10-07,,,Fouad El Omari,10
147,Redouane Nouinou,Nouinou Redouane,Redouane,Nouinou,رضوان النوينو,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,FAHS-ANJRA,FAHS-ANJRA,2016-10-07,,,Redouane Nouinou,10
148,Ouiam Mahrachi,Mahrachi Ouiam,Ouiam,Mahrachi,وئام المحرشي,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,OUEZZANE,OUEZZANE,2016-10-07,,,Ouiam Mahrachi,10
149,Taoufik Mimouni,Mimouni Taoufik,Taoufik,Mimouni,التوفيق الميموني,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,CHEFCHAOUEN,CHEFCHAOUEN,2016-10-07,,,Taoufik Mimouni,10
15,Nouzha Elouafi,Elouafi Nouzha,Nouzha,Elouafi,نزهة الوافي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,AIN SEBAA - HAY MOHAMMADI,AIN SEBAA - HAY MOHAMMADI,2016-10-07,,,Nouzha Elouafi,10
150,Amal Boukir,Boukir Amal,Amal,Boukir,أمال بوكير,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,LARACHE,LARACHE,2016-10-07,,,Amal Boukir,10
151,Jamila Afif,Afif Jamila,Jamila,Afif,جميلة عفيف,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,GUELIZ - ANNAKHIL,MARRAKECH,2016-10-07,,,Jamila Afif,10
152,Omar Khafif,Khafif Omar,Omar,Khafif,عمر خفيف,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,MENARA,MARRAKECH,2016-10-07,,,Omar Khafif,10
153,Fatima Ezzahra El Mansouri,El Mansouri Fatima Ezzahra,Fatima Ezzahra,El Mansouri,فاطمة الزهراء المنصوري,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,EL MEDINA - SIDI YOUSSEF BEN ALI,MARRAKECH,2016-10-07,,,Fatima Ezzahra El Mansouri,10
154,Mohamed Kamal Laraki,Laraki Mohamed Kamal,Mohamed Kamal,Laraki,محمد كمال العراقي,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,AL HAOUZ,AL HAOUZ,2016-10-07,,,Mohamed Kamal Laraki,10
155,Abderrahim Ouaamar,Ouaamar Abderrahim,Abderrahim,Ouaamar,عبد الرحيم واعمرو,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,EL KELAA DES SRAGHNA,EL KELAA DES SRAGHNA,2016-10-07,,,Abderrahim Ouaamar,10
156,Abderrazzak Ourzazi,Ourzazi Abderrazzak,Abderrazzak,Ourzazi,عبد الرزاق الورزازي,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,EL KELAA DES SRAGHNA,EL KELAA DES SRAGHNA,2016-10-07,,,Abderrazzak Ourzazi,10
157,Youssef Rouijel,Rouijel Youssef,Youssef,Rouijel,يوسف الرويجل,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,YOUSSOUFIA,YOUSSOUFIA,2016-10-07,,,Youssef Rouijel,10
158,Mohamed Karim,Karim Mohamed,Mohamed,Karim,محمد كاريم,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,SAFI,SAFI,2016-10-07,,,Mohamed Karim,10
159,Hicham Lemhajri,Lemhajri Hicham,Hicham,Lemhajri,هشام المهاجري,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,CHICHAOUA,CHICHAOUA,2016-10-07,,,Hicham Lemhajri,10
16,Saleh Elmaloulki,Elmaloulki Saleh,Saleh,Elmaloulki,صالح المالوكي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,AGADIR - IDA- OUTANANE,AGADIR - IDA- OUTANANE,2016-10-07,,,Saleh Elmaloulki,10
160,Miloud Ait Hammou,Ait Hammou Miloud,Miloud,Ait Hammou,ميلود آيت حمو,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,CHICHAOUA,CHICHAOUA,2016-10-07,,,Miloud Ait Hammou,10
161,Abdesslam Bakouri,Bakouri Abdesslam,Abdesslam,Bakouri,عبد السلام الباكوري,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,REHAMNA,REHAMNA,2016-10-07,,,Abdesslam Bakouri,10
162,Abdellatif Zaim,Zaim Abdellatif,Abdellatif,Zaim,عبد اللطيف الزعيم,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,REHAMNA,REHAMNA,2016-10-07,,,Abdellatif Zaim,10
163,Asmaa Chaabi,Chaabi Asmaa,Asmaa,Chaabi,أسماء الشعبي,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,ESSAOUIRA,ESSAOUIRA,2016-10-07,,,Asmaa Chaabi,10
164,Addi Bouarfa,Bouarfa Addi,Addi,Bouarfa,عدي بوعرفة,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,ERRACHIDIA,ERRACHIDIA,2016-10-07,,,Addi Bouarfa,10
165,Jaouad Naciri,Naciri Jaouad,Jaouad,Naciri,جواد الناصري,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,ZAGORA,ZAGORA,2016-10-07,,,Jaouad Naciri,10
166,Redouane Ghanem,Ghanem Redouane,Redouane,Ghanem,رضوان غانم,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,MIDELT,MIDELT,2016-10-07,,,Redouane Ghanem,10
167,Ismail Lemmaoui,Lemmaoui Ismail,Ismail,Lemmaoui,اسماعيل لماوي,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,OUARZAZATE,OUARZAZATE,2016-10-07,,,Ismail Lemmaoui,10
168,Hassan Bourkalan,Bourkalan Hassan,Hassan,Bourkalan,حسن بوركالن,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,TINGHIR,TINGHIR,2016-10-07,,,Hassan Bourkalan,10
169,Abderrahim Atmoun,Atmoun Abderrahim,Abderrahim,Atmoun,عبد الرحيم عثمون,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,KHOURIBGA,KHOURIBGA,2016-10-07,,,Abderrahim Atmoun,10
17,Ismail Choukri,Choukri Ismail,Ismail,Choukri,اسماعيل شكري,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,AGADIR - IDA- OUTANANE,AGADIR - IDA- OUTANANE,2016-10-07,,,Ismail Choukri,10
170,Khaled Mansouri,Mansouri Khaled,Khaled,Mansouri,خالد المنصوري,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,BENI - MELLAL,BENI - MELLAL,2016-10-07,,,Khaled Mansouri,10
171,Halim Fouad,Fouad Halim,Halim,Fouad,حليم فؤاد,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,BENI - MELLAL,BENI - MELLAL,2016-10-07,,,Halim Fouad,10
172,Badr Touami,Touami Badr,Badr,Touami,بدر التوامي,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,BZOU - OUAOUIZEGHT,AZILAL,2016-10-07,,,Badr Touami,10
173,Ibrahim Mouhi,Mouhi Ibrahim,Ibrahim,Mouhi,ابراهيم موحي,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,AZILAL - DEMNATE,AZILAL,2016-10-07,,,Ibrahim Mouhi,10
174,Abdelhadi Chrika,Chrika Abdelhadi,Abdelhadi,Chrika,عبد الهادي الشريكة,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,FQUIH BEN SALAH,FQUIH BEN SALAH,2016-10-07,,,Abdelhadi Chrika,10
175,Youssef Houar,Houar Youssef,Youssef,Houar,يوسف هوار,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,OUJDA-ANJAD,OUJDA-ANJAD,2016-10-07,,,Youssef Houar,10
176,Abdelkader Hadori,Hadori Abdelkader,Abdelkader,Hadori,عبد القادر حضوري,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,OUJDA-ANJAD,OUJDA-ANJAD,2016-10-07,,,Abdelkader Hadori,10
177,Mohamed Bernichi,Bernichi Mohamed,Mohamed,Bernichi,محمد برنيشي,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,GUERCIF,GUERCIF,2016-10-07,,,Mohamed Bernichi,10
178,Soulaimane Houlich,Houlich Soulaimane,Soulaimane,Houlich,سليمان حوليش,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,NADOR,NADOR,2016-10-07,,,Soulaimane Houlich,10
179,Mustapha Toutou,Toutou Mustapha,Mustapha,Toutou,مصطفى توتو,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,JERADA,JERADA,2016-10-07,,,Mustapha Toutou,10
18,Ramdane Bouachra,Bouachra Ramdane,Ramdane,Bouachra,رمضان بوعشرة,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,INZEGANE - AIT MELLOUL,INZEGANE - AIT MELLOUL,2016-10-07,,,Ramdane Bouachra,10
180,Mohamed Ibrahimi,Ibrahimi Mohamed,Mohamed,Ibrahimi,محمد ابراهيمي,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,BERKANE,BERKANE,2016-10-07,,,Mohamed Ibrahimi,10
181,Driss Ouqemni,Ouqemni Driss,Driss,Ouqemni,ادريس اوقمني,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,FIGUIG,FIGUIG,2016-10-07,,,Driss Ouqemni,10
182,Sidi Mohamed Salem Joumani,Joumani Sidi Mohamed Salem,Sidi Mohamed Salem,Joumani,سيدي محمد سالم الجماني,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,LAAYOUNE,LAAYOUNE,2016-10-07,,,Sidi Mohamed Salem Joumani,10
183,Abdellah Idabadda,Idabadda Abdellah,Abdellah,Idabadda,عبد الله ادبادا,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,BOUJDOUR,BOUJDOUR,2016-10-07,,,Abdellah Idabadda,10
184,Abdellah Bilat,Bilat Abdellah,Abdellah,Bilat,عبد الله بيلات,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,TARFAYA,TARFAYA,2016-10-07,,,Abdellah Bilat,10
185,Zoubir Habdi,Habdi Zoubir,Zoubir,Habdi,الزبير حبدي,Parti Authenticité et Modernité,PAM,حزب الأصالة والمعاصرة,ES-SEMARA,ES-SEMARA,2016-10-07,,,Zoubir Habdi,10
